"occ","y4_hhid","loancode","hh_p02_2","hh_p03","hh_p04","hh_p05","hh_p06","hh_p07","hh_p08_1","hh_p08_2","hh_p09","hh_p10_1","hh_p10_2","hh_p10_3"
1,"8833-001",1,"**CONFIDENTIAL**",7,1,2,300000,2,8,2015,300000,6,,
1,"8834-001",,,,,,,,,,,,,
1,"8835-001",,,,,,,,,,,,,
1,"8847-001",,,,,,,,,,,,,
1,"8848-001",,,,,,,,,,,,,
1,"8849-001",,,,,,,,,,,,,
1,"8850-001",,,,,,,,,,,,,
1,"8851-001",,,,,,,,,,,,,
1,"8853-001",1,"**CONFIDENTIAL**",7,1,2,30000,1,,,70000,1,,
1,"8854-001",,,,,,,,,,,,,
1,"8857-001",,,,,,,,,,,,,
1,"8866-001",,,,,,,,,,,,,
1,"8867-001",,,,,,,,,,,,,
1,"8868-001",,,,,,,,,,,,,
1,"8869-001",1,"**CONFIDENTIAL**",13,1,1,50000,2,8,2015,50000,1,,
1,"8870-001",,,,,,,,,,,,,
1,"8871-001",,,,,,,,,,,,,
1,"8872-001",,,,,,,,,,,,,
1,"8873-001",,,,,,,,,,,,,
1,"8885-001",,,,,,,,,,,,,
1,"8886-001",1,"**CONFIDENTIAL**",13,1,1,50000,1,,,50000,7,,
1,"8887-001",,,,,,,,,,,,,
1,"8888-001",,,,,,,,,,,,,
1,"8889-001",,,,,,,,,,,,,
1,"8890-001",,,,,,,,,,,,,
1,"8891-001",,,,,,,,,,,,,
1,"8892-001",,,,,,,,,,,,,
1,"8904-001",1,"**CONFIDENTIAL**",13,1,1,20000,2,8,2015,20000,2,,
1,"8905-001",,,,,,,,,,,,,
1,"8906-001",,,,,,,,,,,,,
1,"8907-001",,,,,,,,,,,,,
1,"8908-001",,,,,,,,,,,,,
1,"8909-001",,,,,,,,,,,,,
1,"8910-001",,,,,,,,,,,,,
1,"8911-001",,,,,,,,,,,,,
1,"8923-001",,,,,,,,,,,,,
1,"8924-001",,,,,,,,,,,,,
1,"8925-001",,,,,,,,,,,,,
1,"8926-001",,,,,,,,,,,,,
1,"8927-001",1,"**CONFIDENTIAL**",9,1,1,600000,2,4,2015,600000,1,,
1,"8928-001",,,,,,,,,,,,,
1,"8929-001",1,"**CONFIDENTIAL**",2,4,1,300000,2,5,2015,340000,7,,
1,"8930-001",1,"**CONFIDENTIAL**",1,1,1,3500000,2,6,2015,3972000,7,,
1,"8942-001",,,,,,,,,,,,,
1,"8943-001",,,,,,,,,,,,,
1,"8944-001",,,,,,,,,,,,,
1,"8945-001",,,,,,,,,,,,,
1,"8946-001",,,,,,,,,,,,,
1,"8947-001",,,,,,,,,,,,,
1,"8948-001",,,,,,,,,,,,,
1,"8949-001",,,,,,,,,,,,,
1,"8961-001",,,,,,,,,,,,,
1,"8962-001",,,,,,,,,,,,,
1,"8963-001",,,,,,,,,,,,,
1,"8964-001",,,,,,,,,,,,,
1,"8965-001",,,,,,,,,,,,,
1,"8966-001",,,,,,,,,,,,,
1,"8967-001",,,,,,,,,,,,,
1,"8968-001",1,"**CONFIDENTIAL**",8,1,1,25000,2,8,2015,25000,1,,
